SME_ID,industry,business_age,employee_count,base_revenue,debt_ratio,loan_amount,interest_rate,duration
56,Manufacturing,25.171356833291895,44,182470.08205706,0.2266812949131746,496350.6538032911,0.10266812949131746,47
57,Tech,6.928808317029706,14,93386.25312333374,0.4195957799592254,470213.73260105844,0.13195957799592256,20
58,Retail,10.367179644819524,8,475819.4073660859,0.13300416921040253,759431.5796509482,0.08330041692104026,36
59,Retail,10.39602939510583,11,200011.51868382946,0.4609755153721912,1106404.9548678354,0.11609755153721914,26
60,Services,14.601235620149916,7,65862.48204435714,0.38710615786896835,305949.2684628601,0.09871061578689684,25
61,Manufacturing,2.3723564682802873,54,89763.68879730772,0.06597174480280826,71062.40603873621,0.08659717448028083,40
62,Tech,1.0826466910820531,9,137605.2018813844,0.22001560904104353,363303.5075897825,0.11200156090410435,46
63,Services,5.919694713065891,8,133710.74734705724,0.10853949782036966,174154.76844283103,0.07085394978203696,32
64,Tech,4.588306710446043,14,178741.72024254318,0.11611245630604167,249049.68218074823,0.10161124563060417,42
65,Tech,23.749053434354007,18,47968.62320550807,0.12693899947896892,73069.06843309014,0.1026938999478969,27
66,Tech,2.0405057750074413,20,669944.6304499477,0.18586545986686626,1494234.8018870074,0.10858654598668663,25
67,Manufacturing,17.755787752201982,52,99668.9569885553,0.15108046895220256,180696.3931416941,0.09510804689522026,41
68,Retail,4.625400727112689,15,78050.6319806835,0.3292161366740417,308346.33030777634,0.10292161366740417,26
69,Manufacturing,1.813469000730382,47,64169.088159590436,0.4038871037494783,311004.80600426305,0.12038871037494783,48
70,Retail,15.563598762505613,18,65918.77889377778,0.07995502293931012,63246.449742999765,0.07799550229393101,15
71,Manufacturing,2.40708941488552,44,275708.06643819937,0.08884659884331136,293948.68772039685,0.08888465988433114,34
72,Services,10.412250773027834,16,102655.05448731939,0.4567069041161328,562599.2655213188,0.10567069041161328,16
73,Retail,6.052522609384885,9,46421.474332932594,0.1724344450305811,96055.93396920718,0.08724344450305811,18
74,Retail,17.712599687719006,8,99552.82018766769,0.26019095821493937,310832.9241315458,0.09601909582149394,25
75,Retail,12.027935068705695,13,187775.97809137325,0.10621481455492879,239335.088290147,0.08062148145549289,41
76,Retail,4.528244454177923,11,266817.5593745909,0.17336629789417546,555086.0697831862,0.08733662978941756,41
77,Services,15.61862951370943,3,51310.050886408775,0.03670219341131095,22598.29693892618,0.0636702193411311,36
78,Tech,7.582388824896791,13,21554.346604911643,0.09312028775231115,24085.76349794908,0.09931202877523113,13
79,Services,5.410291741433658,7,58357.233597846076,0.19209764801272483,134523.44782410475,0.07920976480127248,31
80,Services,5.951995065935053,7,702715.1413662288,0.4082859913234145,3442904.9773282087,0.10082859913234145,22
81,Manufacturing,10.704147592240798,43,23248.059281179576,0.40501306318527264,112989.21243100017,0.12050130631852726,33
82,Services,4.342242610354973,11,59121.371270763615,0.3878706317725998,275177.3235126421,0.09878706317725998,41
83,Retail,3.3843642309443114,17,173667.91984295307,0.6405875760770352,1334994.1417744576,0.13405875760770353,39
84,Retail,2.7336402035971763,8,992244.1269437725,0.2337291782981822,2782996.853541182,0.09337291782981823,21
85,Retail,6.857389327645439,9,101578.45518367765,0.126175474655846,153800.5175712973,0.08261754746558461,19
86,Services,2.9115166766727496,6,189787.02792842206,0.2517331356826494,573308.2038277468,0.08517331356826494,16
87,Manufacturing,10.816749296281312,46,405505.24441168277,0.11056609085826555,538021.5563655036,0.09105660908582655,32
88,Retail,4.255952864212687,11,66042.02396921985,0.1666307984530783,132055.62222538126,0.08666307984530784,21
89,Tech,8.024204053071376,16,559540.0816962131,0.21314120367673806,1431132.5582173343,0.11131412036767382,46
90,Retail,12.508429811974832,11,70472.470630698,0.10847199874483998,91731.47694958614,0.08084719987448401,25
91,Services,14.897060132187887,11,261849.82611149029,0.30540587824581383,959645.71334512,0.09054058782458138,40
92,Manufacturing,6.332774642039535,54,1208478.4776277924,0.6035452535074853,8752457.389658472,0.14035452535074855,22
93,Manufacturing,0.5882327533808827,49,86411.61021374143,0.27009904356023906,280076.31925478094,0.10700990435602391,37
94,Manufacturing,0.637234963951308,44,136462.35448007297,0.3042300992215026,498191.4677216696,0.11042300992215026,39
95,Tech,10.612160052319144,9,103635.08261258244,0.6814835847039479,847507.2911989496,0.1581483584703948,48
96,Manufacturing,2.2530615588822953,50,134568.68415883122,0.302034070907259,487731.9299174996,0.1102034070907259,43
97,Retail,4.094542979819855,11,101841.67029355881,0.15748107988240928,192457.63457829508,0.08574810798824094,42
98,Retail,11.742014482193149,9,260509.89936171053,0.30648709663616724,958115.0724042093,0.10064870966361673,41
99,Agriculture,3.4228316732410216,6,160713.16269520874,0.29355027621492574,566128.7196066339,0.10935502762149257,35
100,Agriculture,1.5854628656232856,4,192633.09214422872,0.24252168450485032,560612.4239783568,0.10425216845048503,25
101,Services,4.206298534115515,5,137972.27555807948,0.4010403980956972,663989.4757917771,0.10010403980956972,18
102,Retail,9.197222211455976,12,137995.359415742,0.428316091907604,709267.5965560295,0.1128316091907604,44
103,Agriculture,3.364787075244462,7,159212.97279030675,0.4912663194683397,938591.6538516829,0.129126631946834,30
104,Services,8.299287831506113,5,152374.48385933123,0.0854088769251987,156169.60246178758,0.06854088769251987,32
105,Services,1.63769333840593,8,112322.39584586656,0.29664973983222515,399844.9140601023,0.08966497398322251,16
106,Manufacturing,2.6597767901374367,59,265636.7142384107,0.14843240740197763,473149.1638651019,0.09484324074019776,34
107,Retail,4.257041461337492,9,128998.42189740119,0.299421278934585,463498.4695807564,0.09994212789345851,17
108,Retail,12.837771816936222,5,229095.93762943632,0.15067790885043086,414236.36169758637,0.0850677908850431,15
109,Agriculture,3.7414329968994577,1,200909.1182416463,0.10060068030646185,242539.12769857203,0.09006006803064619,34
110,Manufacturing,3.292601232405585,51,533477.7756883061,0.47581681961276656,3046052.3827452324,0.12758168196127667,35
111,Retail,3.3043751647754407,4,56830.56777706419,0.7335121829669072,500230.9659528376,0.14335121829669073,17
112,Manufacturing,8.29279899300287,55,154310.41364815563,0.15982208817974736,295946.5504455458,0.09598220881797474,46
113,Tech,9.846999868065195,18,203651.40443942905,0.3867539637113343,945155.8545879505,0.12867539637113343,24
114,Retail,12.44454033049959,11,278800.1836852523,0.19318414324969055,646317.2954771019,0.08931841432496906,29
115,Services,19.6250681563385,7,105067.71464962469,0.1846784684268186,232844.9354711844,0.07846784684268186,17
116,Services,6.891770253855354,5,382428.89861607825,0.5385596464874769,2471529.269343243,0.11385596464874768,22
117,Services,2.9467939151814857,5,30237.117231942266,0.4491985947754645,162989.6468477934,0.10491985947754645,33
118,Manufacturing,4.7552854630771355,42,164808.01601277172,0.10535646640402188,208363.082425957,0.09053564664040219,18
119,Tech,2.363765483368062,19,541326.4343186097,0.0963966001877004,626184.3343205337,0.09963966001877005,22
120,Tech,5.973197333084465,13,146365.53958632558,0.03985351286031675,69998.17097052993,0.09398535128603168,28
121,Tech,2.7413907305258034,11,105960.99334385332,0.06828204152360928,86822.79536865455,0.09682820415236093,19
122,Retail,12.39283665746437,12,339347.2927367962,0.33755342267508165,1374574.0816659413,0.10375534226750817,43
123,Manufacturing,6.496908012669373,41,131952.04965168485,0.06071770397739638,96141.90587954051,0.08607177039773964,31
124,Retail,15.184417649645466,13,43596.075124611656,0.4768248306278758,249452.29364799723,0.11768248306278759,43
125,Manufacturing,9.597810815865236,42,247848.2007017581,0.3081856274670522,916599.0389982145,0.11081856274670522,20
126,Manufacturing,8.98280672677923,58,76992.98431437695,0.06098258196585155,56342.771720964185,0.08609825819658515,13
127,Retail,1.572754444985231,9,258051.91508927834,0.3400975021441559,1053153.7409445525,0.1040097502144156,16
128,Retail,8.282006222627736,13,304441.1188592483,0.2115773012548272,772953.963830878,0.09115773012548273,25
129,Tech,19.34451610798818,11,423571.7952289798,0.4162745725201716,2115866.0158865424,0.13162745725201716,41
130,Retail,3.836021797665552,10,227800.96819235582,0.4457615975606637,1218539.0820874856,0.11457615975606637,13
131,Agriculture,11.10681369108276,2,269517.7497376472,0.1004359662422457,324831.30737203633,0.09004359662422456,28
132,Tech,1.1411475082332672,16,132632.79286810412,0.11460258074569594,182400.7242503288,0.1014602580745696,42
133,Manufacturing,2.0500466995808933,49,370953.23761933227,0.2471688952128962,1100257.2230162078,0.10471688952128963,34
134,Tech,5.024019782647298,23,347726.9068227654,0.2999100456273602,1251441.5098929168,0.11999100456273604,39
135,Retail,3.339238004073459,10,326907.6837484519,0.2923951586402063,1147034.6886039719,0.09923951586402065,38
136,Agriculture,2.70469208383886,6,288352.4154580621,0.20519999423389637,710038.9678718932,0.10051999942338964,29
137,Manufacturing,3.3536388518326135,62,79895.7235029418,0.5069529610720569,486040.4832817281,0.1306952961072057,38
138,Services,7.633282405092421,11,423248.86467123154,0.2417037078661072,1227609.8392938827,0.08417037078661072,38
139,Retail,11.201222926724935,9,265004.42635827,0.4241231601507282,1348734.1771320049,0.11241231601507283,32
140,Manufacturing,8.10878155612141,42,16775.93420343168,0.40370928443639864,81271.2047162341,0.12037092844363986,40
141,Manufacturing,8.450337040460434,42,460145.16263470694,0.20824365431112105,1149867.7221676377,0.1008243654311121,42
142,Agriculture,5.1969520905866595,9,131596.52491934123,0.3494995351189246,551915.0913909089,0.11494995351189247,15
143,Tech,1.9951151793538688,17,180645.65233965527,0.5987678500973286,1297977.7065701382,0.14987678500973287,17
144,Manufacturing,4.879772449870202,48,121013.2719803958,0.19488600785820245,283005.5216894185,0.09948860078582025,46
145,Retail,6.089958057822253,9,276299.57211447426,0.20101975491443028,666500.0672329628,0.09010197549144304,26
146,Manufacturing,11.549419045119663,48,197537.59290627186,0.1376017250494599,326178.16255225154,0.09376017250494599,35
147,Tech,16.820456242055386,13,131252.20059482314,0.16301252804411492,256749.03636378486,0.1063012528044115,15
148,Manufacturing,7.173143148229272,47,35361.879160243465,0.3753797549139559,159289.6023896294,0.1175379754913956,19
149,Retail,10.73700106141036,8,581886.4498094005,0.61127282582744,4268296.49382827,0.131127282582744,13
150,Services,0.5,6,125631.93691243918,0.07004813022556908,105603.38732799623,0.06700481302255691,29
151,Services,4.19831416196271,8,61091.36535376868,0.1064522501605988,78039.75968750304,0.07064522501605988,46
152,Retail,5.1777901074922195,6,1241034.8387522972,0.28744082360586215,4280688.914094344,0.09874408236058622,13
153,Tech,7.958743557505418,13,374572.91350263625,0.08998298360131383,404462.2599984487,0.09899829836013138,15
154,Retail,17.090306880745793,11,97662.66634411203,0.24583602802252366,288108.0237615061,0.09458360280225238,45
155,Services,6.858996418516206,6,49130.52976382548,0.1678586147843308,98963.79203731297,0.07678586147843308,23
156,Retail,0.9799766302525331,10,139450.64265581904,0.5146899209295469,861286.082905176,0.1214689920929547,17
157,Services,8.52239675994681,6,456575.7185321291,0.5026604743589627,2754030.80709773,0.11026604743589627,23
158,Services,3.9480140706207427,5,52961.950654645625,0.562833634610361,357705.2061961054,0.1162833634610361,42
159,Services,7.934340837249815,9,124289.73455462207,0.42212288888799043,629586.5017118227,0.10221228888879905,38
160,Retail,9.029493831165615,11,425109.9272556886,0.30373720800355286,1549460.4287908357,0.1003737208003553,13
161,Agriculture,0.9022718173023376,4,31477.005231652376,0.5554140304441693,209793.24410429096,0.13554140304441692,32
162,Retail,4.96467374750955,15,63501.68023037111,0.21243058972939205,161876.39256174013,0.09124305897293922,45
163,Retail,5.112110184936777,12,118669.56026858083,0.22162058252388459,315595.4048949134,0.09216205825238846,15
164,Tech,6.796373161794332,10,110465.8230609108,0.47228195996505934,626052.1850923249,0.13722819599650593,18
165,Manufacturing,2.894490916346486,47,208572.63075841538,0.3709043944727742,928326.0637805228,0.11709043944727743,35
166,Services,2.215321842632738,7,26752.448775242985,0.08072749918791937,25915.899441339392,0.06807274991879193,37
167,Services,16.90176401871157,7,230547.58975595515,0.24190972823679682,669260.4574021396,0.08419097282367968,46
168,Manufacturing,6.290428814518326,47,122539.0836585714,0.517181264429767,760499.0187432594,0.1317181264429767,12
169,Agriculture,2.4373354093440063,5,202684.85967644968,0.1696912814562842,412726.2428434067,0.09696912814562843,43
170,Retail,3.4201391532466086,11,61666.98055672263,0.02962014058356235,21919.015601447165,0.07296201405835624,36
171,Tech,17.42918128093552,13,41212.33215409121,0.07160249699315767,35410.870669731965,0.09716024969931578,41
172,Retail,13.106155156650496,10,88245.86888248463,0.5353354028119628,566893.6531763588,0.12353354028119629,20
173,Agriculture,3.1070867335109402,4,139743.48789369073,0.17830951928803707,299011.1297994915,0.09783095192880371,23
174,Retail,2.0241277906142163,6,105188.37282888651,0.3285250560097565,414684.1929022211,0.10285250560097565,14
175,Retail,2.1697461968608454,10,52837.97706026579,0.29972323974599135,190041.23599352682,0.09997232397459914,18
176,Manufacturing,12.159972130144421,52,62369.966516312415,0.38734578901469097,289904.9266929707,0.1187345789014691,44
177,Agriculture,3.7319746214893397,5,90223.64366032537,0.29917164215960335,323908.2676257891,0.10991716421596034,36
178,Services,1.291451541163706,10,774083.4783466249,0.4543664206478081,4220610.472067532,0.1054366420647808,26
179,Services,3.5118477721600883,6,330234.43245325424,0.1035419490684831,410317.4014288113,0.07035419490684831,39
180,Services,6.7420757337473844,8,155574.5053459507,0.4533641946088582,846382.9238140612,0.10533641946088582,13
181,Services,4.894695881004035,9,137563.1575491961,0.15866397791946266,261915.81350300656,0.07586639779194626,31
182,Tech,13.261568989291987,16,381914.9783241688,0.47630486307452913,2182895.53748166,0.13763048630745292,24
183,Manufacturing,6.804857322588827,55,152128.3880112267,0.6040818022451342,1102775.8896296266,0.14040818022451343,47
184,Services,7.512782742773556,6,148397.0517404182,0.3025578042457493,538784.2335734853,0.09025578042457492,42
185,Services,10.285526851488417,11,58784.884025059044,0.27288238977611284,192496.315625637,0.08728823897761129,48
186,Manufacturing,9.905944552510777,36,369022.79924039316,0.05265651652876501,233177.46153231474,0.0852656516528765,24
187,Retail,3.4970106628138193,8,98120.75757078452,0.37714091808806705,444064.23112490796,0.10771409180880671,38
188,Services,2.058852065247558,14,75754.62584222434,0.2455978302894101,223262.0608948365,0.084559783028941,18
189,Retail,6.402788043393096,14,146446.30106174274,0.24726136868430407,434526.15407136193,0.09472613686843041,38
190,Agriculture,5.751964676834366,9,568955.8236961125,0.10840141779106531,740107.4153897038,0.09084014177910654,14
191,Retail,6.843058706092624,8,175478.63745729023,0.12848308579507076,270552.44197952567,0.08284830857950708,23
192,Retail,7.275956847000666,17,67033.39097801197,0.14816613928283834,119184.94493098898,0.08481661392828384,21
193,Services,16.04414376859379,7,118277.77618376716,0.2135695181164165,303126.33196138224,0.08135695181164165,48
194,Retail,4.325145233610865,10,275834.2858235959,0.5479735675010733,1813798.7717023985,0.12479735675010734,15
195,Retail,7.491365544206504,10,262809.3180002921,0.14283453042279864,450458.9463276922,0.08428345304227987,37
196,Tech,2.0503418159861715,17,109289.84665452522,0.4242038687329136,556334.1091689176,0.13242038687329136,39
197,Services,2.70060381162095,11,35298.02241985376,0.5835441592517151,247175.45779490104,0.11835441592517151,21
198,Retail,5.477519922586692,12,163652.29013229712,0.4174667140661234,819832.6057311114,0.11174667140661235,14
199,Manufacturing,2.3583180844397997,64,217845.21783527406,0.2726277615885112,712687.8493343086,0.10726277615885113,33
200,Services,8.641344627014167,6,185365.3688505578,0.10730001508493059,238676.4824866629,0.07073000150849305,34
201,Agriculture,7.730315417147527,7,481964.70072183106,0.1407197029495184,813863.1542127553,0.09407197029495185,44
202,Tech,3.1445941012990293,17,572042.7369224809,0.04082803074176399,280264.5413840863,0.09408280307417641,24
203,Retail,4.581756237800367,16,507472.25774187554,0.23228931473412004,1414564.5959692441,0.093228931473412,31
204,Retail,12.246065582064746,10,79648.34071870365,0.49862578940951474,476576.6011922593,0.11986257894095148,44
205,Retail,6.345837800212138,5,188235.66964990235,0.40178763091923786,907569.1651575665,0.1101787630919238,48
206,Retail,22.479574457272612,8,87834.6368736951,0.6301510531088312,664189.0671046891,0.13301510531088312,29
207,Services,4.5850762800476925,5,125349.03202393994,0.1482595560754965,223010.30210835038,0.07482595560754965,22
208,Retail,5.020165808424809,10,221157.25184564223,0.19659854054617712,521750.31532867916,0.08965985405461772,29
209,Tech,5.477789855950828,12,68372.13597209712,0.5751242330811942,471869.6671809059,0.14751242330811942,38
210,Services,1.1202631991705303,11,174491.17399205695,0.5197123969416498,1088222.7153668925,0.11197123969416499,41
211,Tech,4.837982585355969,16,53535.64122994915,0.1688804135502815,108493.45476711977,0.10688804135502816,35
212,Retail,4.705743853460217,14,161629.91071900076,0.2332692805121347,452439.51579194254,0.09332692805121348,36
213,Services,9.211619623455249,8,95649.55828621426,0.18365253924168864,210795.41107930982,0.07836525392416886,46
214,Services,12.589987224788521,1,101279.27479719992,0.049496574462598024,60155.72599821039,0.0649496574462598,23
215,Services,4.273057359449412,5,144377.57415035245,0.6305442050055097,1092437.3125590961,0.12305442050055097,36
216,Retail,0.5832455151495641,9,185637.59354787052,0.07819955009510116,174201.31555416874,0.07781995500951013,47
217,Retail,6.139732024459697,9,67367.67125532044,0.22308849964161862,180347.43245639084,0.09230884996416187,30
218,Agriculture,2.3322548791815425,8,190863.37184028077,0.11802161615537858,270312.04331345897,0.09180216161553786,43
219,Manufacturing,6.554914134107534,43,129257.1701924146,0.18753793148995915,290887.46793757245,0.09875379314899592,16
220,Manufacturing,6.427756535876004,46,84691.6502615235,0.23045651090944402,234212.90666920328,0.1030456510909444,41
221,Manufacturing,2.940515620493972,55,191255.0245588332,0.46164722324295526,1059508.2122261827,0.12616472232429554,37
222,Services,6.178765451816648,4,303450.40909471596,0.023641934882150467,86089.85774135034,0.06236419348821505,25
223,Agriculture,1.3383043151949432,1,750848.8950422788,0.5513726209621462,4967970.278471912,0.13513726209621463,43
224,Retail,6.860276621598519,11,52370.11914908621,0.347263596609107,218234.83116670972,0.1047263596609107,44
225,Agriculture,9.832425131037448,4,388650.5497549011,0.3965614536648847,1849485.9237415222,0.11965614536648847,47
226,Retail,7.982932092787359,12,101548.27454511987,0.4896260842064846,596648.2082814251,0.11896260842064847,26
227,Tech,3.564252071880865,12,189987.6381764556,0.21522935554413572,490691.0031128517,0.11152293555441359,22
228,Tech,9.320580075081551,11,56250.41966938155,0.435699078144348,294099.07194218686,0.1335699078144348,26
229,Retail,8.577869748916218,12,222707.74669259126,0.3441892449973468,919843.3342702002,0.10441892449973468,40
230,Retail,8.857923695453128,12,80961.23324235114,0.28766347966814276,279475.0808726261,0.09876634796681429,23
231,Manufacturing,13.637622635986045,37,148300.0802673079,0.39969159771298274,711291.5522760465,0.11996915977129828,43
232,Agriculture,7.347184911636711,3,81755.16953502636,0.1306024891108072,128129.14366740573,0.09306024891108072,39
233,Tech,2.1169017430987225,24,87137.32137375635,0.33461709151545893,349891.64448641025,0.12346170915154589,19
234,Agriculture,2.468115356101579,7,79785.36172736443,0.18071677927602908,173022.6432569071,0.09807167792760291,16
235,Services,7.351615446702123,13,649174.7047859494,0.4095875048527483,3190726.170561558,0.10095875048527483,40
236,Manufacturing,4.778593898992747,50,71366.96433245273,0.06546972372176722,56068.50525248274,0.08654697237217673,41
237,Services,4.0901393566098445,8,298002.80617536895,0.3250202266284955,1162283.2751885524,0.09250202266284956,20
238,Retail,8.40044727054301,14,115443.81415310732,0.33245171878703805,460553.933262383,0.10324517187870381,29
239,Retail,1.7586098322337587,7,83850.75967741029,0.3132341577934934,315179.0650547787,0.10132341577934935,47
240,Services,8.520278780622549,4,184899.67098966095,0.27874068467420676,618468.7306523238,0.08787406846742067,43
241,Services,4.5562081520253646,10,314903.1462742106,0.3177596417687428,1200762.1314233178,0.09177596417687427,43
242,Retail,6.9994210161382195,8,68866.05186638563,0.07158735050322183,59159.25831278403,0.07715873505032218,20
243,Tech,1.9136169356693267,10,902409.3763359074,0.33835661528399213,3664034.186130671,0.12383566152839923,45
244,Tech,8.758917356713997,11,616991.3683341383,0.5852525561079225,4333149.304968949,0.14852525561079225,13
245,Services,11.061932707458014,4,143876.06252346458,0.42292627829778673,730187.6119102626,0.10229262782977867,18
246,Tech,30.0,18,214980.81949022313,0.37200022130531424,959674.9491211297,0.12720002213053144,20
247,Manufacturing,6.663594614954993,60,193355.04378407553,0.27894951306573773,647235.5437484672,0.10789495130657378,18
248,Manufacturing,10.791004009937918,41,155170.74351655898,0.23628905872957526,439981.7871347527,0.10362890587295753,12
249,Manufacturing,2.351303485527215,42,263645.7025640096,0.2930642661910553,927181.6122761604,0.10930642661910553,35
250,Services,13.141105712656259,12,85374.79340560353,0.411969256471586,422061.481928661,0.1011969256471586,27
251,Services,1.4415643796089932,4,402768.26404400956,0.40014533277558484,1933990.0925680178,0.10001453327755848,29
252,Manufacturing,16.743801175586206,60,112156.59377718369,0.31899687775953556,429331.23882079386,0.11189968777595355,18
253,Retail,6.179978459432521,14,235024.03980141148,0.11365857026187048,320549.95609196846,0.08136585702618705,35
254,Retail,1.5850768606969123,8,136068.5792079612,0.37615831501060654,614199.9297690471,0.10761583150106066,34
255,Services,4.182695013631374,8,86568.09553372164,0.2607230847309618,270843.610882038,0.08607230847309617,14
256,Services,10.711547946326565,10,59586.02898439517,0.27936404603956844,199754.32973413955,0.08793640460395684,26
257,Retail,4.849862504099928,8,116939.14156561128,0.6187255999781895,868238.8863134073,0.13187255999781897,23
258,Retail,4.798864860332671,10,124281.48564408594,0.30770810899428236,458909.05116650084,0.10077081089942824,38
259,Tech,10.033045304527288,15,351661.3595741782,0.3946547817549214,1665418.0453726347,0.12946547817549214,16
260,Retail,5.171068868879522,11,92043.45280604115,0.3791168140813825,418742.64701851684,0.10791168140813825,28
261,Services,12.583021378493113,12,335611.69270308083,0.22442066624146217,903818.3960982033,0.08244206662414622,13
262,Manufacturing,3.471897465174402,52,47573.87345149097,0.5578166440520903,318449.9811992343,0.13578166440520903,30
